Month,Indicator,Value,Direction
2025-10,Non-food credit,11.1,green
2025-10,Three-wheeler registrations,19.7,green
2025-10,Tractor sales,13.7,green
2025-10,Four-wheeler sales,14.2,green
2025-10,PMI Services,58.9,green
2025-10,PMI Composite,60.4,green
2025-10,Natural gas consumption,-8.1,red
2025-10,Two-wheeler sales,52.9,green
2025-10,Electricity demand,-5.8,red
2025-10,Petrol consumption,7.4,green
2025-10,Naukri Job Speak Index,-9.3,red
2025-10,E-way bill generation,8.2,green
2025-10,ATF consumption,2.1,green
2025-10,Diesel consumption,-0.3,red
2025-10,Rail Freight Traffic,2.2,green
2025-10,Credit and debit card payments,9,green
2025-10,Air cargo,16.4,green
2025-10,Consumer Durables production,-1.3,neutral
2025-10,IIP,0.5,neutral
2025-10,Consumer Non-durables production,-5.2,red
2025-11,MCEP,51.1,green
2025-11,Core sector output,2.1,green
2025-11,Retail inflation,0.7,neutral
2025-11,Major Port Cargo Traffic,14.6,green
2025-11,MGNREGA work demanded by persons,-32,red
2025-11,UPI volume,32.2,green
2025-11,PMI Manufacturing,56.6,green
2025-11,Air passengers,6.9,green
2025-11,Exports,19.3,green
2025-11,Unemployment in urban areas,6.5,green
2025-11,Youth unemployment in urban areas,17.8,green
2025-11,Female labour force participation in urban areas,20.5,green
2025-11,Wholesale inflation,-0.1,red
2025-11,Imports,-1.8,neutral
2025-11,GST,0.7,neutral
2025-11,Aggregate deposits,10.2,green
2025-11,Credit card payments,0.6,neutral
2025-11,Non-food credit,11.4,green
2025-11,Three-wheeler registrations,21.9,green
2025-11,Tractor sales,58.7,green
2025-11,Four-wheeler sales,22.3,green
2025-11,PMI Services,59.8,green
2025-11,PMI Composite,59.7,green
2025-11,Natural gas consumption,-2.2,red
2025-11,Two-wheeler sales,-2.6,red
2025-11,Electricity demand,-0.6,red
2025-11,Petrol consumption,2.6,green
2025-11,Naukri Job Speak Index,23.5,green
2025-11,E-way bill generation,27.6,green
2025-11,ATF consumption,5.3,green
2025-11,Diesel consumption,4.8,green
2025-11,Rail Freight Traffic,4.2,green
2025-11,Credit and debit card payments,16.9,green
2025-11,Air cargo,45.8,green
2025-11,Consumer Durables production,11.2,green
2025-11,IIP,7.2,green
2025-11,Consumer Non-durables production,8,green
2025-12,MCEP,51.4,green
2025-12,Core sector output,3.7,green
2025-12,Retail inflation,1.3,neutral
2025-12,Major Port Cargo Traffic,12.9,green
2025-12,MGNREGA work demanded by persons,-28.6,red
2025-12,UPI volume,29.3,green
2025-12,PMI Manufacturing,55,green
2025-12,Air passengers,-4.2,red
2025-12,Exports,1.9,neutral
2025-12,Unemployment in urban areas,6.7,green
2025-12,Youth unemployment in urban areas,18.1,green
2025-12,Female labour force participation in urban areas,20.3,green
2025-12,Wholesale inflation,0.8,neutral
2025-12,Imports,8.8,green
2025-12,GST,-1.3,neutral
2025-12,Aggregate deposits,12.7,green
2025-12,Credit card payments,0.9,neutral
2025-12,Non-food credit,14.4,green
2025-12,Three-wheeler registrations,22.9,green
2025-12,Tractor sales,15.5,green
2025-12,Four-wheeler sales,27.4,green
2025-12,PMI Services,58,green
2025-12,PMI Composite,57.8,green
2025-12,Natural gas consumption,-2.6,red
2025-12,Two-wheeler sales,9.8,green
2025-12,Electricity demand,5.8,green
2025-12,Petrol consumption,7.1,green
2025-12,Naukri Job Speak Index,13.2,green
2025-12,E-way bill generation,23.5,green
2025-12,ATF consumption,0.3,neutral
2025-12,Diesel consumption,5.2,green
2025-12,Rail Freight Traffic,3.2,green
2025-12,Credit and debit card payments,15,green
2025-12,Air cargo,23.6,green
2025-12,Consumer Durables production,12.3,green
2025-12,IIP,7.8,green
2025-12,Consumer Non-durables production,8.3,green
2026-01,MCEP,51.2,green
2026-01,Core sector output,4,green
2026-01,Retail inflation,2.4,green
2026-01,Major Port Cargo Traffic,7.6,green
2026-01,MGNREGA work demanded by persons,-25,red
2026-01,UPI volume,27.7,green
2026-01,PMI Manufacturing,55.4,green
2026-01,Air passengers,5,green
2026-01,Exports,0.6,neutral
2026-01,Unemployment in urban areas,7,green
2026-01,Youth unemployment in urban areas,18.6,green
2026-01,Female labour force participation in urban areas,20.4,green
2026-01,Wholesale inflation,1.8,neutral
2026-01,Imports,19.2,green
2026-01,GST,6.2,green
2026-01,Aggregate deposits,10.7,green
2026-01,Credit card payments,0.9,neutral
2026-01,Non-food credit,14.4,green
2026-01,Three-wheeler registrations,17.9,green
2026-01,Tractor sales,23.3,green
2026-01,Four-wheeler sales,10.2,green
2026-01,PMI Services,58.5,green
2026-01,PMI Composite,58.4,green
2026-01,Natural gas consumption,4.4,green
2026-01,Two-wheeler sales,21.2,green
2026-01,Electricity demand,4.5,green
2026-01,Petrol consumption,6.1,green
2026-01,Naukri Job Speak Index,3.4,green
2026-01,E-way bill generation,15.8,green
2026-01,ATF consumption,5.6,green
2026-01,Diesel consumption,3.3,green
