Base Year,Year,Month,Type,Category,Sub Category,Index,Growth Rate
2011-12,2025,April,Sectoral,Manufacturing,Other Manufacturing,77.2,-20
2011-12,2025,April,Sectoral,Manufacturing,,149.1,3.1
2011-12,2025,April,Sectoral,Electricity,,215.7,1.7
2011-12,2025,April,Use-based category,Primary Goods,,151.9,-0.2
2011-12,2025,April,Use-based category,Intermediate Goods,,165.5,4.9
2011-12,2025,April,Use-based category,Infrastructure/ Construction Goods,,192.9,4.7
2011-12,2025,April,Use-based category,Consumer Non-durables,,146.9,-2.7
2011-12,2025,April,Use-based category,Consumer Durables,,126.9,6.2
2011-12,2025,April,Use-based category,Capital Goods,,108.3,14
2011-12,2025,March,General,General,,166.3,3.9
2011-12,2025,March,Sectoral,Mining,,158.1,1.2
2011-12,2025,March,Sectoral,Manufacturing,Manufacture of Food Products,131.6,-7.6
2011-12,2025,March,Sectoral,Manufacturing,Manufacture of Beverages,133.4,7.4
2011-12,2025,March,Sectoral,Manufacturing,Manufacture of Tobacco Products,96.9,23.8
2011-12,2025,March,Sectoral,Manufacturing,Manufacture of Textiles,113,5.7
2011-12,2025,March,Sectoral,Manufacturing,Manufacture of Wearing Apparel,144.8,1.3
2011-12,2025,March,Sectoral,Manufacturing,Manufacture of Leather and Related Products,88.8,-7.4
2011-12,2025,March,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",117.2,5.2
2011-12,2025,March,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,78.2,-5.8
2011-12,2025,March,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,82.2,-10.3
2011-12,2025,March,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,146,2.5
2011-12,2025,March,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,129.8,-1.9
2011-12,2025,March,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",218.3,-4.3
2011-12,2025,March,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,118.9,2.2
2011-12,2025,March,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,180.2,8.9
2011-12,2025,March,Sectoral,Manufacturing,Manufacture of Basic Metals,252.2,8.7
2011-12,2025,March,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",110.4,-4
2011-12,2025,March,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",165.2,22.6
2011-12,2025,March,Sectoral,Manufacturing,Manufacture of Electrical Equipment,144.8,16.1
2011-12,2025,March,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,158.3,8.9
2011-12,2025,March,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",145.3,11.3
2011-12,2025,March,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,165.2,-6
2011-12,2025,March,Sectoral,Manufacturing,Manufacture of Furniture,239.4,-19.2
2011-12,2025,March,Sectoral,Manufacturing,Other Manufacturing,88.2,-2
2011-12,2025,March,Sectoral,Manufacturing,,162.4,4
2011-12,2025,March,Sectoral,Electricity,,219.5,7.5
2011-12,2025,March,Use-based category,Primary Goods,,169.5,3.9
2011-12,2025,March,Use-based category,Intermediate Goods,,175.6,3.8
2011-12,2025,March,Use-based category,Infrastructure/ Construction Goods,,214.6,9.9
2011-12,2025,March,Use-based category,Consumer Non-durables,,149,-4
2011-12,2025,March,Use-based category,Consumer Durables,,138.8,6.9
2011-12,2025,March,Use-based category,Capital Goods,,136.3,3.6
2011-12,2025,February,General,General,,151.1,2.7
2011-12,2025,February,Sectoral,Mining,,141.9,1.6
2011-12,2025,February,Sectoral,Manufacturing,Manufacture of Food Products,142.7,-6.1
2011-12,2025,February,Sectoral,Manufacturing,Manufacture of Beverages,116.9,-2.6
2011-12,2025,February,Sectoral,Manufacturing,Manufacture of Tobacco Products,76.3,-1.3
2011-12,2025,February,Sectoral,Manufacturing,Manufacture of Textiles,106.7,2.5
2011-12,2025,February,Sectoral,Manufacturing,Manufacture of Wearing Apparel,121.4,-3.3
2011-12,2025,February,Sectoral,Manufacturing,Manufacture of Leather and Related Products,88.1,-9
2011-12,2025,February,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",106.8,5
2011-12,2025,February,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,72.2,-8.8
2011-12,2025,February,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,78.9,-11.1
2011-12,2025,February,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,131.8,0.5
2011-12,2025,February,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,121.9,-2.8
2011-12,2025,February,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",211.8,3
2011-12,2025,February,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,114.6,3.9
2011-12,2025,February,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,159.8,8.2
2011-12,2025,February,Sectoral,Manufacturing,Manufacture of Basic Metals,224.3,5.2
2011-12,2025,February,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",102.2,6.8
2011-12,2025,February,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",139.9,11.2
2011-12,2025,February,Sectoral,Manufacturing,Manufacture of Electrical Equipment,122.1,9.5
2011-12,2025,February,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,124.4,2.8
2011-12,2025,February,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",142,8.9
2011-12,2025,February,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,157.8,8.2
2011-12,2025,February,Sectoral,Manufacturing,Manufacture of Furniture,233.8,2.7
2011-12,2025,February,Sectoral,Manufacturing,Other Manufacturing,71.5,-6.4
2011-12,2025,February,Sectoral,Manufacturing,,148.4,2.8
2011-12,2025,February,Sectoral,Electricity,,194,3.6
2011-12,2025,February,Use-based category,Primary Goods,,152.3,2.8
2011-12,2025,February,Use-based category,Intermediate Goods,,159.1,1
2011-12,2025,February,Use-based category,Infrastructure/ Construction Goods,,191.7,6.8
2011-12,2025,February,Use-based category,Consumer Non-durables,,146.7,-2.1
2011-12,2025,February,Use-based category,Consumer Durables,,126.4,3.7
2011-12,2025,February,Use-based category,Capital Goods,,115.4,8.2
2011-12,2025,January,General,General,,161.6,5.2
2011-12,2025,January,Sectoral,Mining,,150.7,4.4
2011-12,2025,January,Sectoral,Manufacturing,Manufacture of Food Products,159.2,0.2
2011-12,2025,January,Sectoral,Manufacturing,Manufacture of Beverages,117.1,4
2011-12,2025,January,Sectoral,Manufacturing,Manufacture of Tobacco Products,96.9,14.5
2011-12,2025,January,Sectoral,Manufacturing,Manufacture of Textiles,113.7,3.6
2011-12,2025,January,Sectoral,Manufacturing,Manufacture of Wearing Apparel,121.1,3.2
2011-12,2025,January,Sectoral,Manufacturing,Manufacture of Leather and Related Products,93.8,-6.1
2011-12,2025,January,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",104.4,8.3
2011-12,2025,January,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,76.7,-3
2011-12,2025,January,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,83.3,-8.8
2011-12,2025,January,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,146.3,8.6
2011-12,2025,January,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,130.7,2.4
2011-12,2025,January,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",246.1,0.2
2011-12,2025,January,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,118.7,5.2
2011-12,2025,January,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,162.3,10
2011-12,2025,January,Sectoral,Manufacturing,Manufacture of Basic Metals,242.2,6.7
2011-12,2025,January,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",104,9.4
2011-12,2025,January,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",126,4.3
2011-12,2025,January,Sectoral,Manufacturing,Manufacture of Electrical Equipment,131.4,21.6
2011-12,2025,January,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,121.7,4.6
2011-12,2025,January,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",148.3,5.6
2011-12,2025,January,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,180,20.4
2011-12,2025,January,Sectoral,Manufacturing,Manufacture of Furniture,212.1,6.6
2011-12,2025,January,Sectoral,Manufacturing,Other Manufacturing,76.6,0
2011-12,2025,January,Sectoral,Manufacturing,,159.5,5.8
2011-12,2025,January,Sectoral,Electricity,,201.9,2.4
2011-12,2025,January,Use-based category,Primary Goods,,162.8,5.5
2011-12,2025,January,Use-based category,Intermediate Goods,,172.5,5.3
2011-12,2025,January,Use-based category,Infrastructure/ Construction Goods,,200.2,7.3
2011-12,2025,January,Use-based category,Consumer Non-durables,,165.1,0.1
2011-12,2025,January,Use-based category,Consumer Durables,,130,7.1
2011-12,2025,January,Use-based category,Capital Goods,,119.3,10.2
2011-12,2024,December,General,General,,158,3.7
2011-12,2024,December,Sectoral,Mining,,143.2,2.7
2011-12,2024,December,Sectoral,Manufacturing,Manufacture of Food Products,154.2,-4.1
2011-12,2024,December,Sectoral,Manufacturing,Manufacture of Beverages,104.2,2.9
2011-12,2024,December,Sectoral,Manufacturing,Manufacture of Tobacco Products,88.2,6.7
2011-12,2024,December,Sectoral,Manufacturing,Manufacture of Textiles,114.2,1.7
2011-12,2024,December,Sectoral,Manufacturing,Manufacture of Wearing Apparel,119.1,5.3
2011-12,2024,December,Sectoral,Manufacturing,Manufacture of Leather and Related Products,89.2,-7
2011-12,2024,December,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",115,17.7
2011-12,2024,December,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,76.9,-1.5
2011-12,2024,December,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,89.9,-5.9
2011-12,2024,December,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,147.4,3.9
2011-12,2024,December,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,131,2.7
2011-12,2024,December,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",259.1,-9.5
2011-12,2024,December,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,107,0.1
2011-12,2024,December,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,157.7,7.2
2011-12,2024,December,Sectoral,Manufacturing,Manufacture of Basic Metals,236.8,7.5
2011-12,2024,December,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",107.4,9.5
2011-12,2024,December,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",115.1,3.1
2011-12,2024,December,Sectoral,Manufacturing,Manufacture of Electrical Equipment,163.9,40.6
2011-12,2024,December,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,127.5,10.4
2011-12,2024,December,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",116,-2.1
2011-12,2024,December,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,142.2,3.6
2011-12,2024,December,Sectoral,Manufacturing,Manufacture of Furniture,239,21.1
2011-12,2024,December,Sectoral,Manufacturing,Other Manufacturing,77.9,10.5
2011-12,2024,December,Sectoral,Manufacturing,,157.2,3.7
2011-12,2024,December,Sectoral,Electricity,,192.8,6.2
2011-12,2024,December,Use-based category,Primary Goods,,157.7,3.8
2011-12,2024,December,Use-based category,Intermediate Goods,,170.1,6.4
2011-12,2024,December,Use-based category,Infrastructure/ Construction Goods,,195.4,8.4
2011-12,2024,December,Use-based category,Consumer Non-durables,,166.9,-7.1
2011-12,2024,December,Use-based category,Consumer Durables,,123.8,8.1
2011-12,2024,December,Use-based category,Capital Goods,,114.7,10.5
2011-12,2024,November,General,General,,148.1,5
2011-12,2024,November,Sectoral,Mining,,133.8,1.9
2011-12,2024,November,Sectoral,Manufacturing,Manufacture of Food Products,136.5,-3.5
2011-12,2024,November,Sectoral,Manufacturing,Manufacture of Beverages,99.4,-1.3
2011-12,2024,November,Sectoral,Manufacturing,Manufacture of Tobacco Products,80.3,0.6
2011-12,2024,November,Sectoral,Manufacturing,Manufacture of Textiles,106.2,3.4
2011-12,2024,November,Sectoral,Manufacturing,Manufacture of Wearing Apparel,110.3,18.7
2011-12,2024,November,Sectoral,Manufacturing,Manufacture of Leather and Related Products,76.3,-3.2
2011-12,2024,November,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",98.2,12.1
2011-12,2024,November,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,75,2.3
2011-12,2024,November,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,82.6,-1.8
2011-12,2024,November,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,135.6,2
2011-12,2024,November,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,123.2,3.1
2011-12,2024,November,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",251.4,2.9
2011-12,2024,November,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,103.6,-1.4
2011-12,2024,November,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,136.7,7.6
2011-12,2024,November,Sectoral,Manufacturing,Manufacture of Basic Metals,222,7.1
2011-12,2024,November,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",95.2,17.5
2011-12,2024,November,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",115.9,19.9
2011-12,2024,November,Sectoral,Manufacturing,Manufacture of Electrical Equipment,121.1,36.1
2011-12,2024,November,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,117.7,7.9
2011-12,2024,November,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",134.4,6.1
2011-12,2024,November,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,159.4,10.3
2011-12,2024,November,Sectoral,Manufacturing,Manufacture of Furniture,201.7,39.6
2011-12,2024,November,Sectoral,Manufacturing,Other Manufacturing,57,-13.4
2011-12,2024,November,Sectoral,Manufacturing,,147,5.5
2011-12,2024,November,Sectoral,Electricity,,184.1,4.4
2011-12,2024,November,Use-based category,Primary Goods,,147.7,2.7
2011-12,2024,November,Use-based category,Intermediate Goods,,158.5,4.8
2011-12,2024,November,Use-based category,Infrastructure/ Construction Goods,,177.3,8
2011-12,2024,November,Use-based category,Consumer Non-durables,,158.1,0.6
2011-12,2024,November,Use-based category,Consumer Durables,,121.5,14.1
2011-12,2024,November,Use-based category,Capital Goods,,106.7,8.9
2011-12,2024,October,General,General,,150.3,3.7
2011-12,2024,October,Sectoral,Mining,,128.5,0.9
2011-12,2024,October,Sectoral,Manufacturing,Manufacture of Food Products,130.5,5.7
2011-12,2024,October,Sectoral,Manufacturing,Manufacture of Beverages,102.7,3.1
2011-12,2024,October,Sectoral,Manufacturing,Manufacture of Tobacco Products,92.3,11.6
2011-12,2024,October,Sectoral,Manufacturing,Manufacture of Textiles,111.1,0.8
2011-12,2024,October,Sectoral,Manufacturing,Manufacture of Wearing Apparel,104,6.3
2011-12,2024,October,Sectoral,Manufacturing,Manufacture of Leather and Related Products,87,-4.5
2011-12,2024,October,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",103.2,10.1
2011-12,2024,October,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,78.3,-0.3
2011-12,2024,October,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,78,-10.3
2011-12,2024,October,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,132.8,5.6
2011-12,2024,October,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,129.4,2.3
2011-12,2024,October,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",216.9,1.9
2011-12,2024,October,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,116.6,7
2011-12,2024,October,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,144.3,2.7
2011-12,2024,October,Sectoral,Manufacturing,Manufacture of Basic Metals,228.2,5.1
2011-12,2024,October,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",100.2,8
2011-12,2024,October,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",124.2,0.9
